epoch,train_loss,test_loss
1,2.079447005106055,2.0862779441833497
2,1.9625907377208895,1.8640196355819703
3,1.9024695813503412,1.7939139558792114
4,1.8663151627001555,1.6405487213134766
5,1.8373026381368223,1.7988577163696289
6,1.8152646058050872,1.563087627029419
7,1.7908827685334188,1.6389640260696412
8,1.7840435724429158,1.461936753463745
9,1.7544388600322596,1.4744673391342162
10,1.7430214653234652,1.4516399711608887
11,1.733927930712395,1.4826533813476563
12,1.7226125450085497,1.4391370513916015
13,1.7137744829172978,1.4201065687179566
14,1.7000359781562824,1.3913213312149049
15,1.698380959613244,1.3813140853881836
16,1.6892853237478935,1.3628088750839233
17,1.6862312344943775,1.3575842882156373
18,1.6752779764287613,1.337014591026306
19,1.6816654623012104,1.3427900136947633
20,1.6697409698725356,1.3330113412857056
21,1.6624121446438762,1.3211308757781983
22,1.6563263805321111,1.3083496112823487
23,1.6507066628512215,1.321303469467163
24,1.6552845568913024,1.32017857837677
25,1.6396225431691045,1.3333474252700805
26,1.6369388591298057,1.3327788167953492
27,1.6346723917500137,1.323670584487915
28,1.6386304429120115,1.3279961627960206
29,1.6368648490637465,1.3154284698486327
30,1.6373715193375298,1.318052077484131
31,1.6196365984504486,1.3075381256103515
32,1.6138683167260017,1.342515231513977
33,1.6219472659518346,1.3103604928970336
34,1.6136167726248427,1.3351599168777466
35,1.6212853440238386,1.3289322483062744
36,1.6165226149132184,1.314754663181305
37,1.6031884000734296,1.284574367904663
38,1.6063731765503164,1.288278134727478
39,1.604531299427647,1.2817890880584717
40,1.6007218074310772,1.2879929834365844
41,1.6058180417551104,1.2684281644821167
42,1.601931049390827,1.2914154067993164
43,1.5920065394447893,1.2533567251205444
44,1.593518824223667,1.296344873046875
45,1.5914266807648836,1.2660935720443725
46,1.594748545180806,1.257137834739685
47,1.590548543369069,1.2857656490325928
48,1.5817428632160586,1.2588466764450073
49,1.5882848528644922,1.2665891469955444
50,1.5865544452691627,1.2807366919517518
51,1.5863791963328486,1.2644128025054933
52,1.5749469431464935,1.2479629350662231
53,1.5804403907502704,1.2826076011657714
54,1.5767043444811535,1.2699147537231446
55,1.5799088407965267,1.2714127164840698
56,1.5778703646891563,1.2801750659942628
57,1.5715849515422227,1.2645693885803222
58,1.5684208943106024,1.2703543838500977
59,1.5692167370520589,1.2754112730026246
60,1.5721244071145801,1.294094489479065
61,1.567891751408882,1.2529977100372314
62,1.5672232339449246,1.2919023991584777
63,1.5646606189820467,1.2726134879112243
64,1.5661191403713373,1.2743011791229248
65,1.5644621836864734,1.2436865949630738
66,1.5599863739574658,1.2609492958068849
67,1.5626113981846959,1.2661747787475586
68,1.5584768736758805,1.2523836973190308
69,1.5604924009279217,1.2912193893432617
70,1.551347712116778,1.269076943397522
71,1.561932289082071,1.2515293249130248
72,1.5569707194862463,1.240610654067993
73,1.5570938510967947,1.286984910583496
74,1.5512515632697688,1.2410682741165162
75,1.5437606265172934,1.2448661818504334
76,1.5510890590565285,1.2306984371185303
77,1.5524977729143694,1.2795932428359986
78,1.5456869105243927,1.2164356184005738
79,1.5416711492611623,1.2471708864212037
80,1.5440547454082751,1.2639417530059815
81,1.5416571026872796,1.2828522479057312
82,1.5473596150308009,1.238422294998169
83,1.5476000629117728,1.29747227268219
84,1.5489171624488538,1.265370806312561
85,1.538044197175204,1.2974420080184936
86,1.5474480161886386,1.2303864181518556
87,1.5380606419595002,1.2729998777389526
88,1.5423157358413462,1.2426077953338623
89,1.5395032444878307,1.2468068550109863
90,1.5403923634677896,1.3031154062271117
91,1.535321939022035,1.2524740286827087
92,1.536274698994044,1.2440950191497804
93,1.5395413481670877,1.2621143728256226
94,1.5340947827414784,1.232873684692383
95,1.5344204869111786,1.2356663925170899
96,1.536141830332139,1.2261878820419312
97,1.5345275484387526,1.229996216392517
98,1.530309078943394,1.2712243410110473
99,1.530162293587804,1.2165172122955323
100,1.532079196342117,1.2485548372268678
101,1.5312314689006952,1.2360625150680542
102,1.5340797638954105,1.2210798543930055
103,1.5283344791978217,1.2303921672821045
104,1.5278580877787011,1.245498459815979
105,1.5231981332344777,1.2343941383361816
106,1.5283175194659806,1.2436597442626953
107,1.5321005122435978,1.2418523241043091
108,1.52640564331923,1.2477666612625122
109,1.5274544384168542,1.2212916709899901
110,1.5237315469385717,1.2678632148742677
111,1.5248376009104503,1.2603550151824952
112,1.5269983567850058,1.2494748050689697
113,1.5224234198060487,1.2475953533172608
114,1.520330196451348,1.2266851449966432
115,1.5223787111394547,1.2788239954948426
116,1.5260693947677417,1.2325545305252075
117,1.5179986337871503,1.2220409827232361
118,1.5240774791868752,1.2478271178245544
119,1.5171176109777387,1.2152072543144226
120,1.517657505886634,1.274887213897705
121,1.5179869595086177,1.225040882396698
122,1.5179671113143491,1.2334339235305787
123,1.524678606511382,1.2458431902885436
124,1.5228798618097135,1.2375345405578613
125,1.5187453461425078,1.2319815571784973
126,1.51543764476581,1.2125538241386413
127,1.5154424174057552,1.2653476894378661
128,1.5161960192043762,1.231076234436035
129,1.5085569845745936,1.2127988399505616
130,1.5191126345368602,1.230000597190857
131,1.5126352273594692,1.2532128288269042
132,1.5140092915586194,1.2210028060913085
133,1.5157356088423668,1.252601194190979
134,1.5109087253165672,1.225815574836731
135,1.5195401592937576,1.2153545444488525
136,1.5091059134744318,1.2497121730804444
137,1.507427235393573,1.246526829624176
138,1.5066134030251856,1.2204775501251222
139,1.5132824017873505,1.2129696447372436
140,1.5103030854173938,1.2495202281951905
141,1.5198430643057275,1.2254405952453613
142,1.51233430042901,1.2249540496826172
143,1.5136397357487008,1.2492967050552368
144,1.5097691582901704,1.1987784192085267
145,1.506833921917869,1.2346836835861206
146,1.5077882197202015,1.2072878583908082
147,1.5061194000341702,1.2329385234832764
148,1.509717205601275,1.2406602773666382
149,1.5058456299554965,1.2188685009002687
150,1.5091849062448877,1.2472519794464112
151,1.5101567421422895,1.217850670337677
152,1.502078320059325,1.261257946395874
153,1.500371420170035,1.2227846477508546
154,1.5091951771465408,1.2072914274215698
155,1.5043281740544703,1.2052808546066285
156,1.5054091626725843,1.1960165748596192
157,1.510052526698393,1.2439978870391846
158,1.5081505592521804,1.2455020652770996
159,1.505722301695353,1.2350035636901855
160,1.5052918287189416,1.260428021621704
161,1.5041949078250114,1.2206241025924682
162,1.499354835056588,1.2226562465667725
163,1.5012077013854785,1.2230094999313355
164,1.5086772893090992,1.2465170702934265
165,1.5000169097310136,1.2290990662574768
166,1.4978853217171282,1.230545148086548
167,1.5021336630482198,1.23431195602417
168,1.5002916060445253,1.2138482252120972
169,1.5038209616985467,1.2070132712364197
170,1.5026180210625728,1.2248201560974121
171,1.5048111335700736,1.2299827455520629
172,1.4998543683220358,1.2118943332672119
173,1.502747120759676,1.249366575717926
174,1.5008640021009518,1.2434426795005797
175,1.4983866757444104,1.2005445083618165
176,1.499106167832299,1.2247887899398804
177,1.4928316326092577,1.2426295568466186
178,1.4939963756619816,1.2393921586990357
179,1.4981082141246942,1.2507430526733399
180,1.5041306906039147,1.2106333361625672
181,1.49411184251156,1.2242907548904418
182,1.4989901988402656,1.1891891328811646
183,1.5018675214494281,1.212165641117096
184,1.4979074351927812,1.219663701248169
185,1.4975201074424607,1.2087900033950805
186,1.4970007162264851,1.2505343566894531
187,1.4950517483074646,1.2231811305999756
188,1.4987861229025798,1.19962013130188
189,1.4907483124671994,1.2314024264335632
190,1.4954718942837337,1.2399271806716918
191,1.4961971773210998,1.2063346416473388
192,1.4911463318578422,1.189335444831848
193,1.4938294866200907,1.1940169897079467
194,1.4984949436943855,1.208689369392395
195,1.4949889551952977,1.2220448736190797
196,1.4876416613683676,1.2120859008789062
197,1.4922225042377286,1.2132378678321838
198,1.492633098226679,1.2138717358589173
199,1.4982031684397432,1.2079546569824218
200,1.491768133609801,1.241848359489441
201,1.4915458101140873,1.2362376100540162
202,1.4936120049727848,1.2125918386459351
203,1.4943145361093,1.2386185052871703
204,1.4924949739900086,1.195848948097229
205,1.4893964730260316,1.1973551738739014
206,1.4921465115169126,1.2021632717132569
207,1.4925634775625165,1.21419894657135
208,1.4888553250476222,1.246379876804352
209,1.495225324350245,1.2309124990463256
210,1.4127279407228046,1.1514975744247435
211,1.389129051467037,1.123024119949341
212,1.3799827101895266,1.130357495689392
213,1.3781693253065923,1.1247686098098755
214,1.3725335247376387,1.118837627220154
215,1.3733534151330933,1.1525770768165589
216,1.3704269023807458,1.1307505757331848
217,1.3653681985557538,1.1203195727348327
218,1.3642378932679706,1.114949174976349
219,1.3639149351802933,1.1290372928619385
220,1.3612334234330354,1.1514626483917236
221,1.3646833097843258,1.1176875325202942
222,1.3662156464193789,1.127934428882599
223,1.3621664946646337,1.126012356185913
224,1.3609617893653148,1.1295803161621094
225,1.356209028407436,1.1224421361923218
226,1.3546266976524801,1.1370613023757934
227,1.3573824366950014,1.142186421775818
228,1.356545621781703,1.1289013855934142
229,1.3601033730275185,1.1134315487861632
230,1.3554313957233868,1.1230110641479492
231,1.354335176670338,1.1104933927536011
232,1.351104648216911,1.1389398147583008
233,1.3534986988052993,1.1157611251831054
234,1.3540715762721303,1.133343799495697
235,1.350959992469729,1.1080975400924682
236,1.34911106858412,1.1185731678009032
237,1.3469511813214978,1.1042084780693053
238,1.3501618240800355,1.1135423168182372
239,1.3572317569152168,1.1219204465866088
240,1.3465138823175065,1.1101641953468322
241,1.3492167340520094,1.1287896739959717
242,1.3457575966330135,1.1200167242050172
243,1.3441026024806224,1.1196818397521973
244,1.350274718630954,1.116881844139099
245,1.3482594322365569,1.1152592063903808
246,1.346740008315162,1.1188854353904725
247,1.3407830054802663,1.1328005289077758
248,1.34027487725553,1.1127276649475097
249,1.3416726991648564,1.123326974105835
250,1.3413155155108714,1.1088268746376038
251,1.3397653520564594,1.1209636622428893
252,1.3442607633293133,1.1141733437538146
253,1.3410971064091948,1.1339035755157472
254,1.3448797382052293,1.1041837246894837
255,1.3387038905907165,1.1154676399230956
256,1.33726002889521,1.114088996887207
257,1.339069976221265,1.1137708678245544
258,1.33902234525022,1.1149530215263366
259,1.3393212258053557,1.1207980554580688
260,1.3386620097148143,1.1199917326927185
261,1.336098137109176,1.1095660822868347
262,1.333443691663425,1.1164306016921997
263,1.3337949743051358,1.1228568992614747
264,1.337124912940023,1.1178398007392882
265,1.3381955669359173,1.1252373436927796
266,1.3388308402522446,1.1055365312576293
267,1.3360725593993732,1.1289476366996765
268,1.336326658573297,1.1114759088516235
269,1.3350663429026104,1.110211644744873
270,1.3397191137913853,1.1327033080101012
271,1.3353134741258743,1.1191727409362793
272,1.3315213543679707,1.115723963356018
273,1.3398812951334298,1.1065715407371521
274,1.3336151088290202,1.1321477199554444
275,1.332203113209561,1.109855347442627
276,1.3300578249689867,1.1367886147499084
277,1.3276990432568523,1.1372721288681031
278,1.3282151295400946,1.1028882259368897
279,1.332993005547682,1.1181701173782348
280,1.333044490850795,1.124071630859375
281,1.329707335328202,1.117678335762024
282,1.3297104615994426,1.1067851426124573
283,1.3354487611204766,1.097974267578125
284,1.3275930665033249,1.11856439037323
285,1.3302504601685896,1.1082636241912842
286,1.3269779825454477,1.1161913659095763
287,1.3300283281394587,1.1064014754295348
288,1.3356961883852243,1.127715634918213
289,1.3288916876858763,1.1204626331329346
290,1.3303209497495685,1.1196860567092894
291,1.3305080534552065,1.1092006309509277
292,1.3272796331159293,1.1146992935180664
293,1.3262633269705126,1.0962064114570618
294,1.3235718127711655,1.1203774532318116
295,1.32801039139633,1.115199278831482
296,1.325684931272131,1.1215800930023194
297,1.3277714978093687,1.105218609905243
298,1.3244503459052357,1.1300719522476197
299,1.3247423211631872,1.1131806730270386
300,1.3305555328993541,1.107328670501709
301,1.3264833112506915,1.099935046672821
302,1.3226515963254377,1.106712477207184
303,1.3228602177651643,1.1079644015312196
304,1.3220792374647488,1.1157246347427368
305,1.3251654217615152,1.1145114075660705
306,1.3230936072976387,1.1068598191261292
307,1.3199986710267908,1.1117413890838623
308,1.3269446475426558,1.0990700097084045
309,1.3201193163157119,1.1128639060974121
310,1.3219491240313597,1.1146438495635986
311,1.323578676299366,1.129581418800354
312,1.327494922501352,1.108200544643402
313,1.322166264514484,1.1146541343688965
314,1.3217129304890742,1.1234927461624145
315,1.3228893868453668,1.1191248490333556
316,1.3261706140035254,1.1216655435562133
317,1.3164765749441083,1.0979694675445557
318,1.3228843806649717,1.0959966760635376
319,1.3247641184750725,1.1029494815826415
320,1.322182052580597,1.1025229934692382
321,1.32244256969608,1.110037225151062
322,1.3200873075543766,1.1078368289947509
323,1.3155488961797845,1.1048899839401245
324,1.317524716067497,1.1152210965156555
325,1.3182615468569119,1.1088459271430968
326,1.3195775131435346,1.1129737609863282
327,1.3204667040759035,1.104797713661194
328,1.3188152087618932,1.1064859427452087
329,1.3209411000351772,1.1093802574157714
330,1.315360815018949,1.1000166268348694
331,1.320190011997662,1.1121619967460632
332,1.3166733278947718,1.1090698130607606
333,1.3170858520985869,1.1076852816581726
334,1.323690079057308,1.1059645700454712
335,1.3202214405664703,1.104540734767914
336,1.3150966475381876,1.1029668568611144
337,1.3197937690083632,1.1034482275009154
338,1.3148152544675276,1.1154759068489075
339,1.313723592502077,1.114655585861206
340,1.3157933586088897,1.1115898084640503
341,1.3172235894386115,1.0951706720352172
342,1.3163482889799816,1.1154955463409424
343,1.317967483759536,1.1326260610580445
344,1.31747179537478,1.105893853855133
345,1.3157529242508246,1.1026798838615417
346,1.3158259998502024,1.1042589596748351
347,1.315235404407277,1.126985848426819
348,1.3160978439823745,1.104677554512024
349,1.3178838061554659,1.1108684177398682
350,1.3102807029128989,1.1006089826583862
351,1.317788097407202,1.113324427986145
352,1.3146206695405418,1.1218089025497437
353,1.3086203919042407,1.1268390048980712
354,1.315246432333651,1.1212370944023133
355,1.31957262525778,1.12828030834198
