model_name,vocab_size,hidden_dim,group_name,param_name,param_value,batch_size,learning_rate,best_val_loss,best_val_acc_percent,test_acc_percent,status,log_file
v3125_h16,3125,16,weight_decay,weight_decay,1e-3,64,1e-5,0.313300,87.180000,87.010000,ok,grid_results/final/logs/v3125_h16_weight_decay_weight_decay_1em3_bs_64_lr_1em5.log
v3125_h16,3125,16,weight_decay,weight_decay,1e-3,64,3e-5,0.313500,87.160000,86.960000,ok,grid_results/final/logs/v3125_h16_weight_decay_weight_decay_1em3_bs_64_lr_3em5.log
v3125_h16,3125,16,weight_decay,weight_decay,1e-3,128,3e-6,0.318000,86.940000,86.960000,ok,grid_results/final/logs/v3125_h16_weight_decay_weight_decay_1em3_bs_128_lr_3em6.log
v3125_h16,3125,16,weight_decay,weight_decay,1e-3,128,1e-5,0.314000,87.160000,86.940000,ok,grid_results/final/logs/v3125_h16_weight_decay_weight_decay_1em3_bs_128_lr_1em5.log
v3125_h16,3125,16,weight_decay,weight_decay,1e-3,128,3e-5,0.314300,87.140000,86.960000,ok,grid_results/final/logs/v3125_h16_weight_decay_weight_decay_1em3_bs_128_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.1,32,3e-6,0.314700,87.180000,87.060000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_32_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.1,32,1e-5,0.314700,87.160000,87.010000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_32_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.1,32,3e-5,0.315100,87.100000,87.060000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_32_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.1,64,3e-6,0.315000,87.100000,87.020000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_64_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.1,64,1e-5,0.315100,87.240000,86.980000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_64_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.1,64,3e-5,0.315000,87.160000,86.960000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_64_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.1,128,3e-6,0.320300,86.960000,87.010000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_128_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.1,128,1e-5,0.315500,87.140000,87.010000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_128_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.1,128,3e-5,0.316000,87.180000,86.840000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p1_bs_128_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.3,32,3e-6,0.314200,87.140000,87.120000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_32_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.3,32,1e-5,0.313800,87.180000,87.060000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_32_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.3,32,3e-5,0.314100,87.160000,86.940000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_32_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.3,64,3e-6,0.314500,87.160000,87.060000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_64_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.3,64,1e-5,0.314500,87.120000,87.020000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_64_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.3,64,3e-5,0.314200,87.200000,86.900000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_64_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.3,128,3e-6,0.325300,86.820000,86.950000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_128_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.3,128,1e-5,0.314800,87.200000,86.980000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_128_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.3,128,3e-5,0.314800,87.180000,86.950000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p3_bs_128_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.5,32,3e-6,0.311600,87.020000,87.040000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_32_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.5,32,1e-5,0.311000,87.060000,87.130000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_32_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.5,32,3e-5,0.310400,87.020000,87.050000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_32_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.5,64,3e-6,0.315300,87.020000,87.050000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_64_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.5,64,1e-5,0.311400,87.020000,87.060000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_64_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.5,64,3e-5,0.311500,87.020000,87.040000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_64_lr_3em5.log
v3125_h16,3125,16,dropout,dropout,0.5,128,3e-6,0.334500,86.600000,86.840000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_128_lr_3em6.log
v3125_h16,3125,16,dropout,dropout,0.5,128,1e-5,0.312200,87.100000,87.010000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_128_lr_1em5.log
v3125_h16,3125,16,dropout,dropout,0.5,128,3e-5,0.311600,87.000000,87.000000,ok,grid_results/final/logs/v3125_h16_dropout_dropout_0p5_bs_128_lr_3em5.log
v3125_h16,3125,16,layer_norm,layer_norm,true,32,3e-6,0.316000,86.840000,86.540000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_32_lr_3em6.log
v3125_h16,3125,16,layer_norm,layer_norm,true,32,1e-5,0.316200,86.880000,86.730000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_32_lr_1em5.log
v3125_h16,3125,16,layer_norm,layer_norm,true,32,3e-5,0.315700,86.760000,86.600000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_32_lr_3em5.log
v3125_h16,3125,16,layer_norm,layer_norm,true,64,3e-6,0.316300,86.840000,86.580000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_64_lr_3em6.log
v3125_h16,3125,16,layer_norm,layer_norm,true,64,1e-5,0.316200,86.900000,86.540000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_64_lr_1em5.log
v3125_h16,3125,16,layer_norm,layer_norm,true,64,3e-5,0.316300,86.960000,86.580000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_64_lr_3em5.log
v3125_h16,3125,16,layer_norm,layer_norm,true,128,3e-6,0.316800,86.820000,86.450000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_128_lr_3em6.log
v3125_h16,3125,16,layer_norm,layer_norm,true,128,1e-5,0.316900,86.900000,86.410000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_128_lr_1em5.log
v3125_h16,3125,16,layer_norm,layer_norm,true,128,3e-5,0.317200,86.860000,86.280000,ok,grid_results/final/logs/v3125_h16_layer_norm_layer_norm_true_bs_128_lr_3em5.log
v3125_h16,3125,16,batch_norm,batch_norm,true,32,3e-6,0.317900,86.980000,86.560000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_32_lr_3em6.log
v3125_h16,3125,16,batch_norm,batch_norm,true,32,1e-5,0.315200,86.960000,86.640000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_32_lr_1em5.log
v3125_h16,3125,16,batch_norm,batch_norm,true,32,3e-5,0.312900,87.100000,86.660000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_32_lr_3em5.log
v3125_h16,3125,16,batch_norm,batch_norm,true,64,3e-6,0.316400,87.080000,86.640000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_64_lr_3em6.log
v3125_h16,3125,16,batch_norm,batch_norm,true,64,1e-5,0.313600,87.060000,86.390000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_64_lr_1em5.log
v3125_h16,3125,16,batch_norm,batch_norm,true,64,3e-5,0.313300,86.960000,86.620000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_64_lr_3em5.log
v3125_h16,3125,16,batch_norm,batch_norm,true,128,3e-6,0.336800,86.840000,86.500000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_128_lr_3em6.log
v3125_h16,3125,16,batch_norm,batch_norm,true,128,1e-5,0.315500,86.960000,86.400000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_128_lr_1em5.log
v3125_h16,3125,16,batch_norm,batch_norm,true,128,3e-5,0.315900,87.140000,86.470000,ok,grid_results/final/logs/v3125_h16_batch_norm_batch_norm_true_bs_128_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,32,3e-6,0.312400,87.380000,87.070000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_32_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,32,1e-5,0.312300,87.340000,87.060000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_32_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,32,3e-5,0.312500,87.300000,87.090000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_32_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,64,3e-6,0.318200,87.020000,87.070000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_64_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,64,1e-5,0.312200,87.340000,87.100000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_64_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,64,3e-5,0.312300,87.300000,87.100000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_64_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,128,3e-6,0.340700,86.580000,86.440000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_128_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,128,1e-5,0.312400,87.280000,87.100000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_128_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.01,128,3e-5,0.312100,87.260000,87.070000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p01_bs_128_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,32,3e-6,0.704900,49.940000,50.090000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_32_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,32,1e-5,0.313800,87.260000,87.170000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_32_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,32,3e-5,0.313600,87.400000,87.140000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_32_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,64,3e-6,0.702400,49.920000,50.040000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_64_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,64,1e-5,0.313900,87.300000,86.980000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_64_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,64,3e-5,0.313300,87.360000,87.140000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_64_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,128,3e-6,0.700100,49.940000,50.100000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_128_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,128,1e-5,0.705500,50.180000,50.130000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_128_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,0.1,128,3e-5,0.313000,87.340000,87.220000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_0p1_bs_128_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,32,3e-6,0.705300,49.860000,50.090000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_32_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,32,1e-5,0.318900,86.920000,86.940000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_32_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,32,3e-5,0.317900,87.080000,86.800000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_32_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,64,3e-6,0.702600,49.840000,50.010000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_64_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,64,1e-5,0.336000,86.680000,86.610000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_64_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,64,3e-5,0.321900,86.980000,86.860000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_64_lr_3em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,128,3e-6,0.700200,49.920000,50.050000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_128_lr_3em6.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,128,1e-5,0.705800,50.180000,50.140000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_128_lr_1em5.log
v3125_h16,3125,16,np_reg,np_reg_lambda,1,128,3e-5,0.317600,87.040000,86.820000,ok,grid_results/final/logs/v3125_h16_np_reg_np_reg_lambda_1_bs_128_lr_3em5.log
v6250_h32,6250,32,vanilla,none,none,32,3e-6,0.292600,88.480000,87.890000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_32_lr_3em6.log
v6250_h32,6250,32,vanilla,none,none,32,1e-5,0.292700,88.460000,87.820000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_32_lr_1em5.log
v6250_h32,6250,32,vanilla,none,none,32,3e-5,0.293300,88.440000,87.900000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_32_lr_3em5.log
v6250_h32,6250,32,vanilla,none,none,64,3e-6,0.292800,88.460000,87.850000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_64_lr_3em6.log
v6250_h32,6250,32,vanilla,none,none,64,1e-5,0.292900,88.440000,87.800000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_64_lr_1em5.log
v6250_h32,6250,32,vanilla,none,none,64,3e-5,0.293300,88.420000,87.790000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_64_lr_3em5.log
v6250_h32,6250,32,vanilla,none,none,128,3e-6,0.293300,88.380000,87.800000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_128_lr_3em6.log
v6250_h32,6250,32,vanilla,none,none,128,1e-5,0.293500,88.380000,87.770000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_128_lr_1em5.log
v6250_h32,6250,32,vanilla,none,none,128,3e-5,0.294000,88.340000,87.700000,ok,grid_results/final/logs/v6250_h32_vanilla_none_none_bs_128_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,32,3e-6,0.292600,88.480000,87.890000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_32_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,32,1e-5,0.292700,88.460000,87.820000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_32_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,32,3e-5,0.293300,88.440000,87.900000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_32_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,64,3e-6,0.292800,88.460000,87.850000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_64_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,64,1e-5,0.292900,88.440000,87.800000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_64_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,64,3e-5,0.293300,88.420000,87.790000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_64_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,128,3e-6,0.293300,88.380000,87.800000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_128_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,128,1e-5,0.293500,88.380000,87.770000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_128_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-5,128,3e-5,0.294000,88.340000,87.700000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em5_bs_128_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,32,3e-6,0.292600,88.480000,87.890000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_32_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,32,1e-5,0.292700,88.460000,87.820000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_32_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,32,3e-5,0.293300,88.440000,87.900000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_32_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,64,3e-6,0.292800,88.460000,87.850000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_64_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,64,1e-5,0.292900,88.440000,87.800000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_64_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,64,3e-5,0.293300,88.420000,87.790000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_64_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,128,3e-6,0.293300,88.380000,87.800000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_128_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,128,1e-5,0.293500,88.380000,87.770000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_128_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-4,128,3e-5,0.294000,88.340000,87.700000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em4_bs_128_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,32,3e-6,0.292600,88.480000,87.890000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_32_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,32,1e-5,0.292700,88.460000,87.820000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_32_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,32,3e-5,0.293300,88.440000,87.900000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_32_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,64,3e-6,0.292800,88.460000,87.850000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_64_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,64,1e-5,0.292900,88.440000,87.800000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_64_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,64,3e-5,0.293300,88.420000,87.790000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_64_lr_3em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,128,3e-6,0.293300,88.380000,87.800000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_128_lr_3em6.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,128,1e-5,0.293500,88.380000,87.770000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_128_lr_1em5.log
v6250_h32,6250,32,weight_decay,weight_decay,1e-3,128,3e-5,0.294000,88.340000,87.700000,ok,grid_results/final/logs/v6250_h32_weight_decay_weight_decay_1em3_bs_128_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.1,32,3e-6,0.293000,88.500000,87.850000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_32_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.1,32,1e-5,0.293200,88.480000,87.860000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_32_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.1,32,3e-5,0.293900,88.420000,87.870000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_32_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.1,64,3e-6,0.293200,88.460000,87.840000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_64_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.1,64,1e-5,0.293400,88.440000,87.770000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_64_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.1,64,3e-5,0.293700,88.400000,87.840000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_64_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.1,128,3e-6,0.293700,88.420000,87.820000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_128_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.1,128,1e-5,0.293800,88.400000,87.800000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_128_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.1,128,3e-5,0.294400,88.340000,87.790000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p1_bs_128_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.3,32,3e-6,0.293400,88.440000,87.960000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_32_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.3,32,1e-5,0.293400,88.480000,87.930000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_32_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.3,32,3e-5,0.294200,88.420000,87.940000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_32_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.3,64,3e-6,0.293600,88.500000,87.870000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_64_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.3,64,1e-5,0.293700,88.420000,87.910000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_64_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.3,64,3e-5,0.294000,88.480000,87.900000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_64_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.3,128,3e-6,0.294000,88.480000,87.840000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_128_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.3,128,1e-5,0.294000,88.440000,87.860000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_128_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.3,128,3e-5,0.294700,88.340000,87.870000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p3_bs_128_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.5,32,3e-6,0.292600,88.380000,87.900000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_32_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.5,32,1e-5,0.292600,88.400000,87.920000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_32_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.5,32,3e-5,0.292600,88.360000,87.870000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_32_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.5,64,3e-6,0.292700,88.500000,87.820000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_64_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.5,64,1e-5,0.292700,88.440000,87.900000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_64_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.5,64,3e-5,0.292800,88.380000,87.850000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_64_lr_3em5.log
v6250_h32,6250,32,dropout,dropout,0.5,128,3e-6,0.295900,88.380000,87.870000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_128_lr_3em6.log
v6250_h32,6250,32,dropout,dropout,0.5,128,1e-5,0.293100,88.380000,87.870000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_128_lr_1em5.log
v6250_h32,6250,32,dropout,dropout,0.5,128,3e-5,0.293700,88.320000,87.840000,ok,grid_results/final/logs/v6250_h32_dropout_dropout_0p5_bs_128_lr_3em5.log
v6250_h32,6250,32,layer_norm,layer_norm,true,32,3e-6,0.289300,88.220000,87.240000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_32_lr_3em6.log
v6250_h32,6250,32,layer_norm,layer_norm,true,32,1e-5,0.289500,88.180000,87.440000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_32_lr_1em5.log
v6250_h32,6250,32,layer_norm,layer_norm,true,32,3e-5,0.289700,88.020000,87.440000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_32_lr_3em5.log
v6250_h32,6250,32,layer_norm,layer_norm,true,64,3e-6,0.289500,88.280000,87.350000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_64_lr_3em6.log
