epoch,train_loss,val_loss,val_accuracy
1,0.6501304845942224,0.41826316714286804,87.20732927322388
2,0.27289844405605995,0.3010961413383484,91.24533534049988
3,0.18442698859176299,0.2654763460159302,89.98982310295105
4,0.1385743280001276,0.23386149108409882,90.97387194633484
5,0.11209189176070886,0.20404446125030518,92.90804266929626
6,0.0948697607085804,0.20382672548294067,92.43298172950745
7,0.08233484885318282,0.2033235728740692,91.9579267501831
8,0.07154677017564882,0.2056494951248169,91.7203962802887
9,0.06126432265019958,0.18816544115543365,92.26332306861877
10,0.05518136546391557,0.18930703401565552,92.5008475780487
11,0.050099207840925655,0.1859116107225418,92.63657927513123
12,0.04490737306543662,0.19174499809741974,92.43298172950745
13,0.041399375362436826,0.1781904548406601,93.45096945762634
14,0.03752561186969957,0.19024981558322906,92.77231097221375
15,0.034149599820845214,0.2025223970413208,92.22939014434814
16,0.03176663662406791,0.1858353316783905,92.90804266929626
17,0.029388953527391033,0.19403183460235596,92.63657927513123
18,0.028057830941406504,0.18140393495559692,93.2813048362732
19,0.024833446850560954,0.19201920926570892,92.840176820755
20,0.02326782605132795,0.20201389491558075,92.46691465377808
21,0.020979339192523934,0.2072606086730957,92.53478050231934
22,0.019471921406282303,0.20553892850875854,92.56871342658997
23,0.017835368710237675,0.19875076413154602,92.90804266929626
24,0.016730448053644743,0.21312573552131653,92.56871342658997
25,0.015801032179377006,0.20180022716522217,93.04377436637878
26,0.014044254493264277,0.1949983388185501,93.11164021492004
27,0.013588643537700403,0.21119490265846252,93.00984144210815
28,0.012134038754956137,0.20743072032928467,93.21343898773193
29,0.011153555064594835,0.21964094042778015,92.73837804794312
30,0.010120572817299285,0.2046680748462677,93.2813048362732
31,0.010024804119748846,0.22776228189468384,92.77231097221375
32,0.010017366475962375,0.22269004583358765,92.87410974502563
33,0.008830885845853056,0.23968900740146637,92.70444512367249
34,0.007346990454441681,0.20877531170845032,93.45096945762634
35,0.007106365489304855,0.21804913878440857,93.11164021492004
36,0.00615247728492158,0.23289702832698822,92.9419755935669
37,0.0061400197404654034,0.2508169710636139,92.67051219940186
38,0.005266857463020883,0.23164024949073792,92.97590851783752
39,0.005014366170210578,0.24287720024585724,92.90804266929626
40,0.004505414111407011,0.24426737427711487,92.90804266929626
41,0.004200607037446538,0.2632502019405365,92.5008475780487
42,0.0036730348746190117,0.2403182089328766,92.9419755935669
43,0.003431821483114563,0.2526754140853882,92.840176820755
44,0.003106582393601988,0.24264152348041534,92.80624389648438
45,0.0030346803449347974,0.25588738918304443,92.70444512367249
46,0.002814030421317601,0.26086127758026123,92.80624389648438
47,0.002425871504538823,0.27907422184944153,92.5008475780487
48,0.0023437681653117586,0.2701055705547333,92.56871342658997
49,0.0021572798328453025,0.260599285364151,92.840176820755
50,0.002112240800052684,0.25801336765289307,92.87410974502563
